1,1,2018,0,0,0,0,0
1,1,2018,0,30,0,0,0
1,1,2018,1,0,3,1,2
1,1,2018,1,30,1,0,3
1,1,2018,2,0,2,0,5
1,1,2018,2,30,2,0,7
1,1,2018,3,0,0,0,7
1,1,2018,3,30,0,3,4
1,1,2018,4,0,1,1,4
1,1,2018,4,30,0,0,4
1,1,2018,5,0,3,1,6
1,1,2018,5,30,0,0,6
1,1,2018,6,0,1,0,7
1,1,2018,6,30,0,3,4
1,1,2018,7,0,0,0,4
1,1,2018,7,30,0,0,4
1,1,2018,8,0,209,209,4
1,1,2018,8,30,203,207,0
1,1,2018,9,0,206,206,0
1,1,2018,9,30,206,206,0
1,1,2018,10,0,204,204,0
1,1,2018,10,30,200,200,0
1,1,2018,11,0,209,207,2
1,1,2018,11,30,206,201,7
1,1,2018,12,0,208,206,9
1,1,2018,12,30,208,209,8
1,1,2018,13,0,200,207,1
1,1,2018,13,30,204,205,0
1,1,2018,14,0,209,201,8
1,1,2018,14,30,207,206,9
1,1,2018,15,0,200,208,1
1,1,2018,15,30,202,203,0
1,1,2018,16,0,208,208,0
1,1,2018,16,30,205,202,3
1,1,2018,17,0,207,201,9
1,1,2018,17,30,207,208,8
1,1,2018,18,0,209,209,8
1,1,2018,18,30,205,208,5
1,1,2018,19,0,204,209,0
1,1,2018,19,30,208,204,4
1,1,2018,20,0,203,206,1
1,1,2018,20,30,208,206,3
1,1,2018,21,0,206,208,1
1,1,2018,21,30,209,207,3
1,1,2018,22,0,201,204,0
1,1,2018,22,30,209,209,0
1,1,2018,23,0,208,201,7
1,1,2018,23,30,205,208,4
2,1,2018,0,0,0,0,4
2,1,2018,0,30,0,1,3
2,1,2018,1,0,3,0,6
2,1,2018,1,30,2,3,5
2,1,2018,2,0,1,0,6
2,1,2018,2,30,0,0,6
2,1,2018,3,0,0,0,6
2,1,2018,3,30,0,0,6
2,1,2018,4,0,0,0,6
2,1,2018,4,30,0,3,3
2,1,2018,5,0,1,0,4
2,1,2018,5,30,0,0,4
2,1,2018,6,0,1,0,5
2,1,2018,6,30,0,2,3
2,1,2018,7,0,0,1,2
2,1,2018,7,30,0,1,1
2,1,2018,8,0,208,205,4
2,1,2018,8,30,208,209,3
2,1,2018,9,0,200,203,0
2,1,2018,9,30,202,202,0
2,1,2018,10,0,202,202,0
2,1,2018,10,30,201,201,0
2,1,2018,11,0,208,206,2
2,1,2018,11,30,202,204,0
2,1,2018,12,0,206,205,1
2,1,2018,12,30,206,207,0
2,1,2018,13,0,203,202,1
2,1,2018,13,30,208,200,9
2,1,2018,14,0,209,209,9
2,1,2018,14,30,208,209,8
2,1,2018,15,0,208,205,11
2,1,2018,15,30,209,206,14
2,1,2018,16,0,207,209,12
2,1,2018,16,30,209,209,12
2,1,2018,17,0,206,201,17
2,1,2018,17,30,209,207,19
2,1,2018,18,0,204,203,20
2,1,2018,18,30,206,209,17
2,1,2018,19,0,209,206,20
2,1,2018,19,30,206,205,21
2,1,2018,20,0,208,207,22
2,1,2018,20,30,208,209,21
2,1,2018,21,0,209,208,22
2,1,2018,21,30,209,209,22
2,1,2018,22,0,208,208,22
2,1,2018,22,30,205,209,18
2,1,2018,23,0,207,209,16
2,1,2018,23,30,208,205,19
3,1,2018,0,0,0,1,18
3,1,2018,0,30,0,0,18
3,1,2018,1,0,2,0,20
3,1,2018,1,30,0,0,20
3,1,2018,2,0,0,1,19
3,1,2018,2,30,0,0,19
3,1,2018,3,0,0,0,19
3,1,2018,3,30,0,2,17
3,1,2018,4,0,0,3,14
3,1,2018,4,30,0,0,14
3,1,2018,5,0,0,1,13
3,1,2018,5,30,0,1,12
3,1,2018,6,0,0,0,12
3,1,2018,6,30,1,1,12
3,1,2018,7,0,0,1,11
3,1,2018,7,30,1,0,12
3,1,2018,8,0,209,200,21
3,1,2018,8,30,206,204,23
3,1,2018,9,0,202,209,16
3,1,2018,9,30,209,204,21
3,1,2018,10,0,209,208,22
3,1,2018,10,30,207,205,24
3,1,2018,11,0,203,205,22
3,1,2018,11,30,209,203,28
3,1,2018,12,0,207,208,27
3,1,2018,12,30,201,208,20
3,1,2018,13,0,208,209,19
3,1,2018,13,30,208,207,20
3,1,2018,14,0,207,204,23
3,1,2018,14,30,209,209,23
3,1,2018,15,0,208,209,22
3,1,2018,15,30,205,209,18
3,1,2018,16,0,204,206,16
3,1,2018,16,30,208,200,24
3,1,2018,17,0,209,209,24
3,1,2018,17,30,208,209,23
3,1,2018,18,0,208,208,23
3,1,2018,18,30,203,209,17
3,1,2018,19,0,201,208,10
3,1,2018,19,30,206,208,8
3,1,2018,20,0,208,208,8
