1,1,2018,0,0,2,2,0
1,1,2018,0,30,0,0,0
1,1,2018,1,0,3,0,3
1,1,2018,1,30,0,2,1
1,1,2018,2,0,1,0,2
1,1,2018,2,30,2,0,4
1,1,2018,3,0,0,3,1
1,1,2018,3,30,0,0,1
1,1,2018,4,0,3,0,4
1,1,2018,4,30,0,1,3
1,1,2018,5,0,0,0,3
1,1,2018,5,30,2,0,5
1,1,2018,6,0,2,0,7
1,1,2018,6,30,0,1,6
1,1,2018,7,0,2,0,8
1,1,2018,7,30,0,0,8
1,1,2018,8,0,2,1,9
1,1,2018,8,30,0,3,6
1,1,2018,9,0,1,0,7
1,1,2018,9,30,0,3,4
1,1,2018,10,0,3,0,7
1,1,2018,10,30,1,3,5
1,1,2018,11,0,0,0,5
1,1,2018,11,30,0,1,4
1,1,2018,12,0,0,3,1
1,1,2018,12,30,3,0,4
1,1,2018,13,0,1,1,4
1,1,2018,13,30,0,2,2
1,1,2018,14,0,1,0,3
1,1,2018,14,30,1,0,4
1,1,2018,15,0,3,0,7
1,1,2018,15,30,1,3,5
1,1,2018,16,0,1,1,5
1,1,2018,16,30,2,0,7
1,1,2018,17,0,2,2,7
1,1,2018,17,30,2,1,8
1,1,2018,18,0,0,2,6
1,1,2018,18,30,1,3,4
1,1,2018,19,0,3,0,7
1,1,2018,19,30,3,2,8
1,1,2018,20,0,0,3,5
1,1,2018,20,30,1,1,5
1,1,2018,21,0,1,2,4
1,1,2018,21,30,0,1,3
1,1,2018,22,0,1,1,3
1,1,2018,22,30,0,1,2
1,1,2018,23,0,0,1,1
1,1,2018,23,30,1,0,2
2,1,2018,0,0,0,0,2
2,1,2018,0,30,2,1,3
2,1,2018,1,0,0,0,3
2,1,2018,1,30,1,3,1
2,1,2018,2,0,0,0,1
2,1,2018,2,30,0,0,1
2,1,2018,3,0,0,0,1
2,1,2018,3,30,0,0,1
2,1,2018,4,0,0,0,1
2,1,2018,4,30,0,0,1
2,1,2018,5,0,0,0,1
2,1,2018,5,30,1,0,2
2,1,2018,6,0,3,2,3
2,1,2018,6,30,2,0,5
2,1,2018,7,0,3,2,6
2,1,2018,7,30,3,2,7
2,1,2018,8,0,3,1,9
2,1,2018,8,30,1,1,9
2,1,2018,9,0,1,1,9
2,1,2018,9,30,2,0,11
2,1,2018,10,0,0,1,10
2,1,2018,10,30,0,1,9
2,1,2018,11,0,1,2,8
2,1,2018,11,30,3,2,9
2,1,2018,12,0,0,3,6
2,1,2018,12,30,3,0,9
2,1,2018,13,0,0,2,7
2,1,2018,13,30,3,3,7
2,1,2018,14,0,1,1,7
2,1,2018,14,30,1,1,7
2,1,2018,15,0,1,0,8
2,1,2018,15,30,0,3,5
2,1,2018,16,0,1,0,6
2,1,2018,16,30,0,3,3
2,1,2018,17,0,2,0,5
2,1,2018,17,30,1,0,6
2,1,2018,18,0,3,2,7
2,1,2018,18,30,1,0,8
2,1,2018,19,0,2,0,10
2,1,2018,19,30,3,0,13
2,1,2018,20,0,0,1,12
2,1,2018,20,30,1,1,12
2,1,2018,21,0,1,0,13
2,1,2018,21,30,1,3,11
2,1,2018,22,0,1,3,9
2,1,2018,22,30,1,1,9
2,1,2018,23,0,2,0,11
2,1,2018,23,30,0,1,10
3,1,2018,0,0,0,0,10
3,1,2018,0,30,0,0,10
3,1,2018,1,0,0,0,10
3,1,2018,1,30,0,0,10
3,1,2018,2,0,0,0,10
3,1,2018,2,30,0,2,8
3,1,2018,3,0,1,0,9
3,1,2018,3,30,0,0,9
